"Story","Title","Result","Date","Stability","Duration (s)"
"Achat d'un produit via l'application kiabi","Passer une commande en livraison a domicile paiement carte bancaire","ERROR","2018-05-24T16:16:57.994+02:00[Europe/Paris]","0.0","180.38"
